merge_file_id,source_post,link,title,price,area,start_post_day,end_post_day,describe,verified,address,province/city,district,ward,street,house_number
p1-l19_20250320-000509,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-huu-canh-phuong-22/chinh-chu-cho-180-28-29-5-4-trieu-60m2-binh-thanh-hcm-pr41981384,"Chính chủ cho thuê phòng 180/28/29 Nguyễn Hữu Cảnh, 5,4 triệu, 60m2, Bình Thạnh, HCM",5400000,60.0,2025-03-06,2025-04-05,"
                Nhà trọ cho thuê tại 180/28/29 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh, với diện tích rộng 60m².Liên hệ ngay để được tư vấn miễn phí và xem nhà: Anna - 0989 785 ***.- Giá thuê chỉ 5,4 triệu VND mỗi tháng, một mức giá hợp lý cho không gian sống thoải mái.- Nhà có 1PN và 1WC, rất phù hợp cho cá nhân hoặc cặp đôi.- Nội thất đầy đủ với điều hòa, giường, tủ lạnh, mang lại sự tiện nghi cho cuộc sống hàng ngày.- Nằm trong khu vực yên tĩnh, thuận tiện cho sinh hoạt và nghỉ ngơi.Địa điểm tiện ích xung quanh:- Gần bệnh viện thẩm mỹ Thanh Vân, bệnh viện đa khoa quốc tế Vinmec Central Park, bệnh viện Bình Thạnh cơ sở 2.- Siêu thị mẹ bầu và em bé Con Cưng - concung.com, siêu thị điện máy Tự Do rất gần.- Hệ thống giáo dục với mầm non Hooray, trường phổ thông song ngữ quốc tế Wellspring Saigon và nhiều lớp học nghệ thuật khác.- Công viên cảng Ba Son, công viên Vinhomes Tân Cảng và công viên Vinhomes Central Park là những nơi lý tưởng để thư giãn.Liên hệ ngay để được tư vấn miễn phí và xem nhà: Anna - 0989 785 ***.
            ",True,"180/28/29, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Bình Thạnh,22,Nguyễn Hữu Cảnh,180/28/29
p1-l1_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-pham-phu-thu-phuong-11-10/chi-4tr-thang-can-ho-1-ngu-cua-so-thoang-20m2-full-noi-that-moi-3ng2xe-ngay-nga-tu-bay-hien-pr42435772,"Chỉ 4tr/tháng, căn hộ 1 phòng ngủ cửa sổ thoáng 20m2 full nội thất mới 3ng2xe ngay ngã tư Bảy Hiền",4000000,20.0,2025-03-14,2025-03-24,"
                Thông báo dự án mới.Phạm Phú Thứ, Phường 11, Quận Tân Bình.Chỉ với 4tr có ngay 1PN mới.1PN full NT mới cửa sổ.Free xe, không chung chủ.Khu vực giáp quận 10 thuận tiện di chuyển.Contact em hỗ trợ 24/7: 0964 721 *** (zalo).
            ",True,"Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Tân Bình,hạm Phú Thứ,Phạm Phú Thứ,11
p1-l2_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-huy-ich-phuong-12-8/cho-cua-so-chua-qua-su-dung-ngay-emart-ich-pr42451804,Cho thuê phòng cửa sổ chưa qua sử dụng đường ngay Emart Phan Huy Ích,3800000,35.0,2025-03-16,2025-03-26,"
                Cho thuê phòng chưa dụng ngay Emart.- Công khai: 3tr8/tháng.Nội thất chưa qua sử dụng gồm: Máy lạnh, tủ quần áo, giường nệm, kệ bếp...Địa chỉ: 331 Phan Huy Ích, Phường 12, Gò Vấp.- Tiện di chuyển: Trường Chinh, Emart Phan Huy Ích, Công viên Phần Mềm Quang Trung, Phạm Văn Bạch, Huỳnh Văn Nghệ, Nguyễn Tư Giản, Nguyễn Sỹ Sách, Cống Lỡ, Trần Thị Trọng, Lê Văn Thọ, Phạm Văn Chiêu, Lê Đức Thọ, Phan Huy Ích, Nguyễn Văn Khối,- Ngay Emart Phan Huy Ích.- Giờ giấc tự do.- Ra vào vân tay.- Không chung chủ.Liên hệ sdt/zalo: 0353 333 ***.
            ",True,"331, Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Gò Vấp,han Huy Ích,Phan Huy Ích,331
p1-l3_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-to-ky-phuong-tan-chanh-hiep-1/cho-chua-qua-su-dung-cua-so-troi-sau-cong-vien-phan-mem-quan-12-pr42473796,Cho thuê phòng chưa qua sử dụng cửa sổ trời sau công viên phần mềm đường Tô Ký - Quận 12,3500000,35.0,2025-03-18,2025-03-28,"
                Phòng cửa sổ trời có sẳn máy lạnh.- Diện tích 35m2- Công khai: 3tr5/tháng.Nội thất có sẳn máy lạnh, kệ bếp.Vị trí sau Công Viện Phần Mềm Quang Trung.+ Đi bộ qua Cao Đẳng FPT, Cao Đẳng Viễn Đông.- Tiện di chuyển qua Công Viên Phần Mềm, Quang Trung, Đại học Bách Khoa TP. HCM, Đại học Khoa học Tự nhiên TP. HCM, Đại học FPT, Cao đẳng FPT Polytechnic, Đại học Công nghệ Thông tin, Cao đẳng Viễn Đông, Đại Học Giao thông Vận Tải, Đại Học Lao Động Xã Hội, Đường Quang Trung, Đường Phan Văn Hớn, Đường Lê Thị Riêng, Đường Nguyễn Văn Quá, Đường Tô Ký, Đường Cầu Vượt Ngã 3 An Sương, Nguyễn Ảnh Thủ,...Giờ giấc tự do.Ra vào vân tay.Không chung chủ.Đường ô tô.Liên hệ SDT/zalo: 0353 333 ***.
            ",True,"Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Tân Chánh Hiệp,Tô Ký,12
p1-l4_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-cach-mang-thang-tam-phuong-11-1/cmt8-q3-cho-nu-1-nguoi-pr42245752,"CMT8, Q3 - trọ cho nữ - 1 người",4200000,25.0,2025-03-11,2025-03-26,"
                Hi mọi người ơi, nhà mình (chính chủ) còn 1 phòng cuối trên lầu 4 siêu thoáng mát đang tìm bạn đến ở đây.Phòng rộng rãi, được giữ gìn tốt, có bếp nhỏ để nấu ăn và nhà vệ sinh riêng trong phòng.Ngoài cửa còn có ban công nhỏ để phơi đồ, hoặc bạn có thể lên trên sân thượng ngay lầu trên để phơi cho nhanh khô hen.Điện: 4k/kg.Tiền phòng đã đăng đã bao gồm tất cả mọi chi phí, bao gồm WIFI, nước, rác, gửi xe,... Trừ tiền điện ra nghen.Tiền điện là mng xài bao nhiêu thì tính bấy nhiêu nhé.Nhà mình hẻm ô tô, có khóa vân tay nằm ngay khu vực trung tâm TP, thuận tiện di chuyển đi Q1, Q. Phú Nhuận, Q. 10, Q. Tân Bình,...Gần nhà có cửa hàng tiện lợi, siêu thị, nhà sách cùng các quán ăn ngon.Một vài câu trả lời giúp giải đáp thắc mắc của các bạn:1. Nhà mình chung chủ, nghĩa là bạn thuê phòng trọ và mình cũng đang lưu trú tại đây.2. Phòng nhà mình không nhận nuôi chó, mèo, các bé có lông và không được đóng đinh lên tường để dựng giá đỡ đựng đồ để bảo quản tình trạng phòng.3. Nếu thuê cần cọc trước 1 tháng tiền thuê.4. Giờ sinh hoạt: 5: 00 - 23: 00.5. Trọ chỉ cho nữ thuê, các bạn nữ vui lòng liên hệ trước nếu các bạn qua coi phòng nhé. Mình không nhận tin nhắn của các anh, các chú,... Nhắn là nhờ coi giúp em gái, bạn gái,... Nhé ạ. Bạn nào thuê thì bạn đó qua coi mọi người nhé.6. Mình chỉ nhận ký hợp đồng 1 năm ạ.7. Phòng này do nằm trên tầng 4, rất mát nên mình chưa lắp máy lạnh. Nếu bạn có nhu cầu lắp thì mình xin phép + 200K vào tiền phòng để lắp máy lạnh mới hiệu Casper.
            ",True,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,11,Cách Mạng Tháng Tám,11
p1-l5_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-nguyen-thien-thuat-phuong-3-13/cho-cua-so-thoang-tran-ngap-anh-sang-100-nhu-anh-ngay-cho-ban-co-q3-pr42421886,"Cho thuê phòng cửa sổ thoáng, tràn ngập ánh sáng, 100% như ảnh, ngay chợ Bàn Cờ, Q3",5200000,25.0,2025-03-13,2025-03-23,"
                Căn phòng tràn ngập ánh sáng ngay trung tâm Q3.Vị trí: Nguyễn Thiện Thuật quận 3 gần đại học Sư Phạm, ĐH Sài Gòn, UEH.- Sát chợ Bàn Cờ, ngã sáu Cộng Hoà di chuyển dễ dàng các quận 1, quận 10, Phú Nhuận.Diện tích 25m² giá 5.2 triệu/tháng- Full nội thất như ảnh mới toanh.- Ra vào vân tay an ninh camera 24/24.- Cửa sổ thoáng.- Cọc 1 tháng.Liên hệ em ngay để được hỗ trợ xem phòng và tư vấn nhiệt tình.
            ",True,"Đường  Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,3,Nguyễn Thiện Thuật,3
p1-l6_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-au-duong-lan-phuong-3-16/cho-full-noi-that-gac-cao-rong-30m2-sat-cau-chu-y-pr42482216,"Cho thuê phòng full nội thất, gác cao rộng 30m2 sát cầu Chữ Y",5700000,30.0,2025-03-19,2025-04-03,"
                Âu Dương Lân - Quận 8.Sát cầu Chữ Y, thuận tiện di chuyển qua các quận trung tâm.- Full nội thất như hình.- Rộng 30m², gác cao, ở được 3 - 4 người.- Tòa nhà thang máy.- Giờ giấc tự do, không chung chủ.
            ",True,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",TP. Hồ Chí Minh,Quận 8,3,Âu Dương Lân,3
p1-l7_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-thi-dinh-phuong-binh-trung-tay/cho-studio-cua-so-ban-cong-thoang-mat-moi-100-quan-2-pr42482098,"Cho thuê phòng studio cửa sổ, ban công thoáng mát nhà mới 100% - Nguyễn Thị Định, Quận 2",4000000,30.0,2025-03-19,2025-04-03,"
                Nội thất cơ bản: Máy lạnh, kệ bếp, nước nóng,..DT 30m².Tiện ích chung:- Giờ giấc tự do.- Không chung chủ.- Nhà xe rộng, có thang máy.- Khu giặt phơi chung.- Ra vào khoá vân tay.Giá 4tr/th.Có đầy đủ các dạng phòng:- Studio cửa sổ hành lang.- Studio ban công.- Duplex cửa sổ trời.LH xem phòng ngay: 0947 398 *** (Thái Bảo) hỗ trợ tư vấn & tìm phòng khu vực Q2.
            ",True,"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",TP. Hồ Chí Minh,Thành phố Thủ Đức,Bình Trưng Tây,Nguyễn Thị Định,2
p1-l8_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dang-thuy-tram-phuong-13-7/trong-duplex-ngay-cong-sau-van-lang-cua-so-troi-rong-cho-4-5-nguoi-o-gan-cau-do-hang-xanh-pr42320316,"
                    Trống phòng duplex ngay cổng sau Văn Lang, cửa sổ trời rộng cho 4-5 người ở, gần Cầu Đỏ, Hàng xanh
                ",4500000,30.0,2025-03-18,2025-04-17,"
                    Địa chỉ: Đặng Thuỳ Trâm, P13, Bình Thạnh.Vị trí:- Ngay Phạm Văn Đồng, Xô Viết Nghệ Tĩnh.- Gần Đại Học Văn Lang, UEF, Hutech, GTVT, Ngoại Thương.- Gần Phan Văn Trị, Cầu Đỏ, Nguyễn Xí, D1, D2, D5, Võ Oanh.- DT 30m² giá 4.5tr/tháng.- Thuận tiện di chuyển Quận 2, Thủ Đức, Quận 1, Phú Nhuận, Gò Vấp.Khu vực gần chợ, siêu thị chuyển đổi tiện lợi.Tổng quan:- Căn hộ đầy đủ nội thất mới.- Camera an ninh 24/7.- Khoá vân tay.- Không chung chủ.- Giờ giấc tự do."" Nhận tìm phòng / căn hộ theo nhu cầu của khách hàng, hỗ trợ tìm phòng theo yêu cầu của khách hàng về đặc sản căn hộ và vị trí đường mà khách hàng mong muốn.Trợ giúp tìm kiếm phòng (miễn phí).Liên hệ ngay sđt: 0368 587 ***.
                ",True,"
                    Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh
                ",TP. Hồ Chí Minh,Quận Bình Thạnh,13,Đặng Thùy Trâm,13
p1-l9_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-van-luong-phuong-tan-phong-9/cho-o-tret-co-gac-ke-ben-tdt-khong-ngap-sieu-gan-lottemart-tien-di-quan-4-quan-1-pr42479365,"
                    Cho thuê phòng trọ ở trệt có gác, kế bên TDT, không ngập. Siêu gần LotteMart, tiện đi Quận 4 Quận 1
                ",3300000,25.0,2025-03-19,2025-04-03,"
                    Mặt tiền Lê Văn Lương, phường Tân Phong. Q7.- DT 25m².- Giờ tự do cổng vân tay.- Cho nuôi thú cưng nhỏ.- Có nhà xe, wifi, khu giặt phơi.- Cách cổng 1 trường TDT chỉ 100m.- Di chuyển 4p sang LotteMart.- Tiện đi cầu Kênh Tẻ, Quận 4, Quận 1.Phù hợp sinh viên, dãy trọ sinh viên TDT ở nhiều.Liên hệ Bảo: 0528 626 *** (Zal0/Call) hỗ trợ tìm phòng đúng nhu cầu miễn phí trung gian khu vực Quận 7, Nhà Bè, Quận 4, Bình Chánh..
                ",True,"
                    Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh
                ",TP. Hồ Chí Minh,Quận 7,Tân Phong,Lê Văn Lương,7
p2-l0_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-vo-van-hat_1-phuong-long-truong/cho-gac-cao-ban-cong-moi-o-khu-cnc-gan-la-xuan-oai-fpt-ufm-hutech-vinhomes-pr41906873,Cho thuê phòng trọ gác cao ban công mới ở khu CNC gần Lã Xuân Oai trường FPT UFM Hutech Vinhomes,3500000,30.0,2025-03-18,2025-03-28,"
                Cho thuê phòng trọ gác cao ban công mới ở khu CNC gần Lã Xuân Oai trường FPT UFM Hutech Vinhomes.DT 30m², giá 3.5 tr/th.An ninh - giờ giấc tự do - không chung chủ - mới xây.- Vị trí thuận tiện di chuyển ra các trục đường lớn Lê Văn Việt, Xa Lộ Hà Nội, Lã Xuân Oai, Võ Văn Hát, D2, Võ Chí Công,...- Xung quanh đầy đủ tiện ích bách hóa xanh, nhà thuốc, quán ăn, gần Vinhomes Q9, Khu Cnc.- Gần các trường fpt, hutech, ufm, nguyễn tất thành, gtvt.- Gần công ty samsung, fpt, tti, nipro, vietjet,...- Tiện di chuyển sang các quận 2, 4, 7, Thủ Đức,...- Tòa nhà ra vào vân tay, trang bị đầy đủ camera an ninh, wifi, máy giặt chung, thang máy, nhà xe rộng, có quản lý, công viên.- Ở được đông bạn.- Phòng trang bị nội thất cơ bản: Máy lạnh, tủ quần áo, nước nóng lạnh, kệ bếp (thêm tủ lạnh + 200k).Đc: Võ Văn Hát, Long Trường, Quận 9.Liên hệ xem phòng trực tiếp 0949 364 *** Gia Thụy.
            ",True,"Đường Võ Văn Hát, Phường Long Trường, Quận 9, Hồ Chí Minh",TP. Hồ Chí Minh,Thành phố Thủ Đức,Long Trường,Võ Văn Hát,9
p2-l10_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-so-8-phuong-tang-nhon-phu-b/cho-gac-cao-sieu-rong-gan-nga-tu-thu-duc-do-xuan-hop-truong-spkt-hutech-cong-thuong-pr42075902,"
                    Cho thuê phòng trọ gác cao siêu rộng gần ngã tư Thủ Đức Đỗ Xuân Hợp trường SPKT Hutech Công Thương
                ",3500000,35.0,2025-03-17,2025-03-27,"
                    Cho thuê phòng trọ gác cao siêu rộng gần ngã tư Thủ Đức Đỗ Xuân Hợp trường SPKT Hutech Công Thương.DT 35m² giá 3.5tr/th.Giờ giấc tự do - không chung chủ - nằm trong khu dân cư an ninh - Giữ phòng qua Tết.- Vị trí thuận tiện di chuyển sang các trục đường Đỗ Xuân Hợp, Dương Đình Hội, Lê Văn Việt, Xa Lộ Hà Nội, Đình Phong Phú, Tăng Nhơn Phú,...- Thuận tiện di chuyển sang các Quận 2, Bình Thạnh, Thủ Đức,... Gần Ngã tư Bình Thái, ngã tư Thủ Đức, Vincom, Coopmart,....- Gần các trường Công Thương, Kinh Tế Đối Ngoại, SPKT, Hutech, Kỹ Nghệ, HUB, FPT, UFM, Văn Hóa,...Tiện ích xung quanh đầy đủ: Chợ, bách hóa xanh, tạp hóa, quán ăn, gym, spa,...Tiện ích tòa nhà: Giặt chung, wifi, nhà xe, camera an ninh, cổng vân tay, vệ sinh chung hàng tuần,...- Phòng dạng gác (cao 2m), trang bị sẵn máy lạnh, kệ bếp.Xem phòng trực tiếp liên hệ 0913 065 *** Gia Thụy.
                ",True,"
                    Đường Số 8, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh
                ",TP. Hồ Chí Minh,Thành phố Thủ Đức,Tăng Nhơn Phú B,Số 8,8
p2-l11_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-duc-tho-phuong-15-6/cho-co-gac-cua-so-troi-full-noi-that-15-go-vap-pr42462698,Cho thuê phòng có gác cửa sổ trời full nội thất đường Lê Đức Thọ - Phường 15 - Gò Vấp,4300000,38.0,2025-03-17,2025-03-27,"
                Trống phòng có gác cửa sổ trời full nội thất.- Công khai: 4tr3/tháng.Nội thất gồm: Máy lạnh, tủ lạnh, tủ quần áo, nệm, kệ bếp...Địa chỉ: 616 Lê Đức Thọ, Phường 15, Gò Vấp.+ Tiện di chuyễn qua: Các trường Đại Học IUH, VLU 5 - 10phút Lê Đức Thọ, Lotte Nguyễn Văn Lượng, Phan Văn Trị, Nguyễn Văn Lượng, Thống Nhất, Nguyễn Oanh, Lê Đức Thọ...Giờ giấc tự do.Ra vào vân tay.Không chung chủ.Đường ô tô.Liên hệ sdt/zalo: 0353 333 ***.
            ",True,"616, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Gò Vấp,15,Lê Đức Thọ,616
p2-l12_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-le-duc-tho-phuong-16-3/can-ho-gia-re-rong-35m2-full-noi-that-gan-lotte-nguyen-van-luong-go-vap-pr42462559,Căn hộ giá rẻ rộng 35m2 full nội thất gần Lotte Nguyễn Văn Lượng Gò Vấp,4200000,35.0,2025-03-17,2025-03-27,"
                Giờ giấc tự do ra vào vân tay.Không chung chủ nhà xe (free).Tiện ích toà nhà: Camera an ninh, thang thoát hiểm, hệ thống PCCC. 4.2 tr/th.Tiện di chuyển Sân bay TSN, Công viên Gia Định, Bình Thạnh, Phú Nhuận, Nguyễn Thái Sơn, Phạm Văn Đồng, Phan Văn Trị, Lê Đức Thọ, Nguyễn Oanh, Nguyễn Văn Lượng, Thống Nhất, Dương Quãng Hàm,
            ",True,"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Gò Vấp,16,Lê Đức Thọ,16
p2-l13_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-quang-trung-phuong-14-8/cho-cua-so-ban-cong-full-noi-that-go-vap-pr42445380,Cho thuê phòng cửa sổ ban công full nội thất đường Quang Trung - Gò Vấp,5500000,40.0,2025-03-15,2025-03-25,"
                Phòng ban công chưa qua sử dụng.- Công khai: 5tr5/tháng.Nội thất gồm: Máy lạnh, tủ lạnh, giường, tủ quần áo, kệ bếp...Địa chỉ: 965 Quang Trung, Phường 14, Quận Gò Vấp.+ Tiện di chuyển Cao Đẳng Y Dược Hồng Đức, Công Viên Phần Mềm Quang Trung, Lê Văn Thọ, Phạm Văn Chiêu, Lê Đức Thọ, Phan Huy Ích, Nguyễn Văn Khối,Giờ giấc tự do.Ra vào vân tay.Không chung chủ.Liên hệ sdt/zalo: 0353 333 ***.
            ",True,"965, Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Gò Vấp,14,Quang Trung,965
p2-l14_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-huy-ich-phuong-15-8/cho-cua-so-ban-cong-full-noi-that-15-tan-binh-pr42433100,Cho thuê phòng cửa sổ ban công full nội thất đường Phan Huy Ích - Phường 15 - Tân Bình,4600000,40.0,2025-03-14,2025-03-24,"
                Trống phòng cửa sổ trời full nội thất.DT 40m².- Công khai: 4tr6/tháng.Nội thất gồm: Máy lạnh, tủ lạnh, tủ quần áo, giường nệm, kệ bếp...Địa chỉ: 160 Phan Huy Ích, Phường 15, Tân Bình.- Tiện di chuyển: Trường Chinh, Emart Phan Huy Ích, Công viên Phần Mềm Quang Trung, Phạm Văn Bạch, Huỳnh Văn Nghệ, Nguyễn Tư Giản, Nguyễn Sỹ Sách, Cống Lỡ, Trần Thị Trọng, Lê Văn Thọ, Phạm Văn Chiêu, Lê Đức Thọ, Phan Huy Ích, Nguyễn Văn Khối,- Giờ giấc tự do.- Ra vào vân tay.- Không chung chủ.- Đường ô tô.Liên hệ sdt/zalo: 0353 333 ***.
            ",True,"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Tân Bình,han Huy Ích,Phan Huy Ích,15
p2-l15_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dang-van-sam-phuong-2-22/-moi-khu-san-bay-co-san-may-lanh-ke-bep-canh-cong-vien-gia-dinh-pr42444037,"Phòng mới khu sân bay, có sẵn máy lạnh kệ bếp, cạnh công viên Gia Định",3500000,20.0,2025-03-15,2025-03-30,"
                Duplex khu sân bay, siêu rộng 20m² có sẵn máy lạnh, kệ bếp mà giá chỉ 3 tr 5 thui.Địa chỉ: Bạch Đằng - Đặng Văn Sâm, Tân Bình.Giờ giấc tự do, không chung chủ.Ra vào vân tay, hầm xe siêu rộng.Phòng có sẵn máy lạnh, kệ bếp, rộng rãi, ở 3 - 4 bạn vẫn thoải mái.Có giá ưu đãi trong tháng 3!Liên hệ Vinh: 0933 498 ***.
            ",True,"Đường Đặng Văn Sâm, Phường 2, Tân Bình, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Tân Bình,2,Đặng Văn Sâm,2
p2-l16_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-phan-van-suu-phuong-13-10/-co-gac-thang-may-cua-so-thoang-dep-13-quan-tan-binh-pr42410986,"Phòng có gác, thang máy, cửa sổ thoáng, đẹp. Phan Văn Sửu, Phường 13, Quận Tân Bình",4700000,25.0,2025-03-12,2025-03-22,"
                Nhà có thang máy, máy giặt, tự do 24/24.Phòng có gác, sẵn nội thất.Cộng Hoà - Phan Văn Sửu, P13, Tân Bình.Vị trí gần toà nhà Etown Cộng Hoà, siêu thị Lotte, khu chung cư K300, Đại Học Kinh Tế, Văn Hiến, Greenwich, Cao Đẳng Y Khoa Phạm Ngọc Thạch, chợ Hoàng Hoa Thám.Phòng cửa sổ thoáng, đẹp 4.700.000đ.Liên hệ Khánh xem ngay, còn phòng.Tư vấn nhanh lẹ, trực tiếp, trống sẵn ở liền.
            ",True,"Đường Phan Văn Sửu, Phường 13, Tân Bình, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Tân Bình,han Văn Sửu,Phan Văn Sửu,13
p2-l17_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-an-binh-phuong-7-4/-sieu-dep-full-noi-that-cua-so-troi-moi-100-gan-ueh-dh-y-duoc-pr42460702,"Phòng siêu đẹp, full nội thất, cửa sổ trời mới 100% gần UEH, ĐH",5600000,30.0,2025-03-17,2025-04-01,"
                An Bình - Quận 5.(Gần đại học Y Dược, đại học Kinh Tế, Chợ Rẫy, đại học Sư Phạm, thuận tiện qua các Quận 10,3,1.. ).- Full nội thất như hình.- Gác cao, ở được 3 - 4 người.- Camera an ninh 24/24.- Ra vào vân tay.- Giờ giấc tự do, không chung chủ.
            ",True,"Đường An Bình, Phường 7, Quận 5, Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,7,An Bình,7
p2-l18_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-339-phuong-phuoc-long-b/cho-ngay-do-xuan-hop-gan-nga-tu-binh-thai-mk-truong-hutech-spkt-o-duoc-nhieu-ban-pr42212215,Cho thuê phòng trọ ngay Đỗ Xuân Hợp gần Ngã Tư Bình Thái MK trường Hutech SPKT ở được nhiều bạn,3800000,35.0,2025-03-17,2025-03-27,"
                Cho thuê phòng trọ ngay Đỗ Xuân Hợp gần Ngã Tư Bình Thái Mk Trường Hutech SPKT ở được nhiều Bạn.Bảo vệ an ninh _ giờ giấc tự do _ không chung chủ.- Vị trí gần các trục đường lớn: Đỗ Xuân Hợp, Dương Đình Hội, Tăng Nhơn Phú, Xa Lộ Hà Nội, Tây Hòa, Nam Hòa, Đình Phong Phú, Ngã tư Bình Thái, Ngã tư Bình Thái, Ngã tư Thủ Đức, MK,...- Nằm ở khu dân cư an ninh, yên tĩnh, gần chợ, nhà thuốc, cửa hàng tiện lợi,...- Gần các trường như Cd Công Thương, Kinh Tế Đối Ngoại, Hutech, Kỹ Nghệ, SPKT,...- Tòa nhà có hầm xe, thang máy, cổng vân tay,...- Phòng trang bị nội thất như kệ bếp, máy lạnh, tủ đồ, gác,... Rộng ở được nhiều bạn.ĐC: Phước Long B, Quận 9.Liên hệ xem phòng 0913 065 *** Gia Thụy.
            ",True,"Đường 339, Phường Phước Long B, Quận 9, Hồ Chí Minh",TP. Hồ Chí Minh,Thành phố Thủ Đức,Phước Long B,339,339
p2-l19_20250320-000536,batdongsan,https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-bui-dinh-tuy-phuong-14-7/khai-truong-can-ho-30m2-cua-so-lon-noi-that-moi-100-toa-thang-may-ngay-cho-ba-chieu-pr42459137,Khai trương căn hộ 30m2 cửa sổ lớn nội thất mới 100% toà nhà thang máy ngay chợ Bà Chiểu,5300000,30.0,2025-03-17,2025-03-27,"
                Khai trương căn hộ mới 100%.Thang máy.Hầm xe.Bảo vệ 24/24.Vị trí: Bùi Đình Tuý, Chu Văn An, Phan Văn Trị Bình Thạnh.DT 30m².Studio: 5.3tr/th.Tiện ích tòa nhà bao gồm:Giờ giấc tự do - ra vào vân tay an ninh.Full nội thất chỉ cần xách vali vào ở.Nhà xe rộng có bảo vệ + camera 24/24.Wifi tốc độ cao riêng từng phòng.Hệ thống PCCC/ thang thoát hiểm đảm bảo đạt chuẩn.Nội thất: Máy lạnh, tủ lạnh, giường nệm gra gối, tủ đồ, sofa, bàn ghế ăn, tivi, bàn trang điểm, máy hút mùi 1PN, máy nóng lạnh mặt trời, kệ bếp, tủ bếp, máy giặt riêng.Hệ thống có hơn 1.000 căn hộ dịch vụ khác tại hệ thống For Rent.Tham khảo thêm sản phẩm tại: Zalo để được hỗ trợ tư vấn và tìm chỗ ở phù hợp với nhu cầu.
            ",True,"Đường Bùi Đình Túy, Phường 14, Bình Thạnh, Hồ Chí Minh",TP. Hồ Chí Minh,Quận Bình Thạnh,14,Bùi Đình Túy,14
